area,area_title,area_type,naics,naics_title,occ_code,occ_title,tot_emp,a_median
3300003,Western New Hampshire nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",640,"50,310"
3300004,Southwestern New Hampshire nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",550,"47,820"
3300004,Southwestern New Hampshire nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",430,"53,090"
3300004,Southwestern New Hampshire nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",330,"46,440"
3500001,North and West Central New Mexico nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",980,"45,420"
3500001,North and West Central New Mexico nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",480,"46,750"
3500001,North and West Central New Mexico nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",730,"47,570"
3500002,Eastern New Mexico nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1640,"52,580"
3500002,Eastern New Mexico nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",700,"47,130"
3500002,Eastern New Mexico nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",980,"54,640"
3500003,Southwestern New Mexico nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",470,"49,960"
3500003,Southwestern New Mexico nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",170,"61,660"
3500003,Southwestern New Mexico nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",300,"52,700"
3600001,Capital/Northern New York nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2300,"53,280"
3600001,Capital/Northern New York nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",990,"55,830"
3600001,Capital/Northern New York nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2100,"57,290"
3600002,East Central New York nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",460,"59,400"
3600002,East Central New York nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",230,"61,340"
3600002,East Central New York nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",320,"57,340"
3600003,Central New York nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1540,"57,380"
3600003,Central New York nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",790,"54,650"
3600003,Central New York nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1110,"54,500"
3600004,Southwest New York nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2340,"53,800"
3600004,Southwest New York nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1290,"55,340"
3600004,Southwest New York nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2590,"54,510"
3700001,Northeastern North Carolina nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2680,"41,010"
3700001,Northeastern North Carolina nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",720,"40,350"
3700001,Northeastern North Carolina nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1080,"40,930"
3700002,Other North Carolina nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3920,"40,320"
3700002,Other North Carolina nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2400,"39,580"
3700002,Other North Carolina nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2480,"40,320"
3700003,Western Central North Carolina nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",3860,"42,580"
3700003,Western Central North Carolina nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1030,"42,610"
3700003,Western Central North Carolina nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1520,"43,290"
3700004,Western North Carolina nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2610,"41,890"
3700004,Western North Carolina nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",450,"41,510"
3700004,Western North Carolina nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1300,"43,430"
3800001,Far Western North Dakota nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",660,"44,390"
3800001,Far Western North Dakota nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",320,"42,250"
3800002,West Central North Dakota nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",960,"43,610"
3800002,West Central North Dakota nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",640,"42,670"
3800003,East Central North Dakota,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",830,"41,760"
3800003,East Central North Dakota,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",520,"42,500"
3800004,Far Eastern North Dakota nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",410,"39,490"
3800004,Far Eastern North Dakota nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",220,"38,770"
3900001,West Northwestern Ohio nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2630,"52,930"
3900001,West Northwestern Ohio nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1570,"55,700"
3900001,West Northwestern Ohio nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2270,"54,490"
3900002,Other Ohio nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2660,"53,490"
3900002,Other Ohio nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",2290,"55,510"
3900002,Other Ohio nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",3250,"55,250"
3900003,Eastern Ohio nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1900,"57,220"
3900003,Eastern Ohio nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1,"58,960"
3900003,Eastern Ohio nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1200,"53,790"
3900004,Southern Ohio nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1880,"55,090"
3900004,Southern Ohio nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",1190,"54,060"
3900004,Southern Ohio nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2290,"51,780"
4000001,Northeastern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1840,"39,820"
4000001,Northeastern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",680,"40,360"
4000001,Northeastern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1130,"41,380"
4000002,Northwestern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1400,"38,490"
4000002,Northwestern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",720,"38,630"
4000002,Northwestern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1010,"42,120"
4000003,Southwestern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",810,"39,910"
4000003,Southwestern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",360,"42,740"
4000003,Southwestern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",920,"42,510"
4000004,Southeastern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",2460,"38,920"
4000004,Southeastern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",990,"41,700"
4000004,Southeastern Oklahoma nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1500,"42,150"
4100001,Coastal Oregon nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",510,"51,200"
4100001,Coastal Oregon nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",330,"53,010"
4100001,Coastal Oregon nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",600,"50,660"
4100002,Southern Oregon & Linn County nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",880,"52,830"
4100002,Southern Oregon & Linn County nonmetropolitan area,6,000000,Cross-industry,252022,"Middle School Teachers, Except Special and Career/Technical Education",430,"55,230"
4100002,Southern Oregon & Linn County nonmetropolitan area,6,000000,Cross-industry,252031,"Secondary School Teachers, Except Special and Career/Technical Education",1000,"49,600"
4100003,North Central Oregon nonmetropolitan area,6,000000,Cross-industry,252021,"Elementary School Teachers, Except Special Education",1030,"57,790"
